№,県番号,地域分類,性別,年齢,年齢階層,性年代,結婚有無,職業分類,bq1,sq1,sq2_1t,sq2_2t,sq3_1,sq3_2t,sq4,q0,q1,q2,q3_1,q3_2,q4_1,q4_2,q5,q6,q6_3t,q7f1,q7f2,q8f1,q8f2,q9_1,q9_2,q9_3,q9_4,q10,q11,q12t,q13_1,q13_2,q13_3,q13_4,q13_5,q14,q14_14t,q15,Q1-Q4表示順,Q7Q8所要時間,回答開始日時,回答日時
765,40,9,1,57,5,5,1,3,4,1,39,4,40,中間,2,3,3,3,3,3,3,3,2,1,,,,3,2,4,3,2,3,3,4,2,1,2,2,2,2,4,,5,q3|q4|q1|q2,74,2022/3/25 19:58,2022/3/25 20:06
766,14,3,1,52,5,5,1,1,3,1,44,8,14,横須賀市,2,4,3,2,1,3,1,3,2,1,,,,3,3,2,2,2,2,7,4,3,1,2,2,2,2,4,,14,q1|q2|q3|q4,14,2022/3/25 20:03,2022/3/25 20:06
767,27,6,1,52,5,5,2,1,2,1,44,12,27,大阪市港区,2,3,1,2,1,1,1,1,1,4,,3,3,,,2,2,2,3,7,1,2,2,1,2,2,2,3,,7,q3|q4|q1|q2,13,2022/3/25 20:04,2022/3/25 20:06
768,26,6,1,51,5,5,1,2,4,1,46,3,26,京都市左京区,2,4,3,1,3,3,1,2,2,1,,,,3,2,4,2,1,2,3,4,0,2,2,2,2,2,4,,1,q3|q4|q1|q2,23,2022/3/25 20:03,2022/3/25 20:06
770,13,3,1,57,5,5,2,1,2,1,39,8,13,府中市浅間町,2,4,3,3,1,1,3,3,2,1,,2,2,,,4,2,2,4,7,1,3,2,1,2,2,2,3,,9,q3|q4|q1|q2,16,2022/3/25 20:01,2022/3/25 20:07
772,6,2,1,52,5,5,2,1,3,1,44,11,6,山形市,2,5,3,2,1,3,2,2,2,4,,,,5,5,1,3,2,3,3,1,3,2,1,1,2,2,3,,4,q1|q2|q3|q4,13,2022/3/25 20:05,2022/3/25 20:08
773,23,5,1,58,5,5,2,1,2,1,38,11,23,安城市,2,3,3,2,1,1,1,2,1,2,,3,2,,,3,3,3,3,7,1,3,2,1,2,2,2,1,,6,q3|q4|q1|q2,10,2022/3/25 20:06,2022/3/25 20:08
774,33,7,1,52,5,5,1,1,4,1,45,1,33,玉野市,2,3,3,3,1,1,1,1,2,1,,,,2,2,4,1,1,1,7,4,1,1,2,2,2,2,1,,4,q3|q4|q1|q2,20,2022/3/25 20:06,2022/3/25 20:08
775,34,7,1,57,5,5,2,1,4,1,39,9,34,廿日市市,2,3,3,3,3,1,2,1,1,4,,,,4,3,2,3,3,3,3,1,2,1,2,2,2,2,1,,5,q3|q4|q1|q2,15,2022/3/25 20:06,2022/3/25 20:11
776,13,3,1,48,4,4,2,1,1,1,48,9,13,武蔵野,2,4,3,2,1,1,1,1,2,4,,4,4,,,3,3,3,3,7,1,3,1,2,1,2,2,2,,14,q1|q2|q3|q4,13,2022/3/25 20:09,2022/3/25 20:11
777,2,2,1,47,4,4,2,4,3,1,50,1,2,青森市,2,3,3,3,1,3,1,3,1,4,,,,2,2,4,4,4,4,7,1,3,2,2,1,1,2,4,,5,q1|q2|q3|q4,113,2022/3/25 20:07,2022/3/25 20:12
778,27,6,1,58,5,5,1,1,2,1,38,6,27,堺市堺区,2,3,2,2,1,1,1,3,2,1,,3,3,,,3,3,3,3,7,4,0,2,2,2,2,2,6,,3,q3|q4|q1|q2,23,2022/3/25 20:11,2022/3/25 20:13
779,27,6,1,54,5,5,1,1,1,1,42,8,27,泉南市,3,2,2,2,1,1,2,2,1,1,,1,1,,,5,3,2,2,3,4,1,1,2,2,2,2,6,,2,q1|q2|q3|q4,23,2022/3/25 20:10,2022/3/25 20:14
782,4,2,1,55,5,5,2,1,2,1,41,7,4,仙台,2,4,3,1,1,1,1,1,2,2,,3,2,,,3,2,1,2,7,1,3,2,1,2,2,2,1,,14,q3|q4|q1|q2,22,2022/3/25 20:11,2022/3/25 20:15
784,28,6,1,52,5,5,2,1,4,1,45,2,28,神戸市灘区,2,5,3,3,3,3,1,1,1,4,,,,5,5,1,1,3,3,7,1,0,2,2,2,2,2,1,,5,q3|q4|q1|q2,17,2022/3/25 20:12,2022/3/25 20:16
785,23,5,1,47,4,4,2,1,2,1,49,7,23,西尾市,2,2,3,3,3,3,3,3,1,3,面倒だから,2,1,,,4,1,1,1,3,1,1,2,2,2,2,2,7,,4,q3|q4|q1|q2,17,2022/3/25 20:11,2022/3/25 20:17
788,12,3,1,48,4,4,1,1,1,1,48,10,12,いすみ市,2,3,3,2,3,3,3,3,2,4,,3,3,,,2,3,3,3,3,3,4,1,2,1,2,2,1,,14,q1|q2|q3|q4,9,2022/3/25 20:17,2022/3/25 20:19
789,11,3,1,54,5,5,1,1,1,1,42,11,11,上尾市,2,3,2,2,2,2,2,2,2,4,,4,4,,,3,3,3,3,3,4,2,1,2,2,2,2,7,,3,q1|q2|q3|q4,10,2022/3/25 20:19,2022/3/25 20:21
790,40,9,1,51,5,5,2,1,3,1,45,7,40,築上郡築上町,2,2,2,2,2,2,2,1,1,4,,,,3,2,4,2,3,3,3,1,4,2,2,1,1,2,3,,5,q1|q2|q3|q4,19,2022/3/25 20:18,2022/3/25 20:22
791,33,7,1,49,4,4,1,2,4,1,47,9,33,岡山市北区,2,5,4,3,3,3,3,3,2,4,,,,5,5,1,1,1,1,5,4,1,1,2,2,2,2,1,,7,q3|q4|q1|q2,21,2022/3/25 20:20,2022/3/25 20:23
792,27,6,1,59,5,5,1,1,4,1,37,7,27,東大阪市,2,4,1,2,1,1,1,1,2,2,,,,2,2,4,2,2,2,7,4,1,1,2,2,2,2,3,,6,q3|q4|q1|q2,16,2022/3/25 20:21,2022/3/25 20:23
793,2,2,1,50,5,5,1,1,2,1,47,1,2,弘前市,2,3,3,2,2,2,2,2,2,1,,3,2,,,4,4,4,4,3,4,1,1,2,2,2,2,2,,2,q3|q4|q1|q2,13,2022/3/25 20:19,2022/3/25 20:23
794,12,3,1,51,5,5,1,1,3,1,45,4,12,船橋市,2,3,3,2,3,3,2,2,2,1,,,,2,2,3,2,2,3,7,4,0,2,2,2,2,2,1,,4,q1|q2|q3|q4,16,2022/3/25 20:19,2022/3/25 20:23
795,12,3,1,47,4,4,1,1,1,1,49,11,12,船橋市,2,4,2,2,3,3,2,2,2,1,,3,3,,,2,1,3,3,7,4,0,2,2,2,2,2,7,,4,q1|q2|q3|q4,16,2022/3/25 20:21,2022/3/25 20:24
796,29,6,1,57,5,5,2,4,2,1,40,3,29,御所市,2,3,1,3,3,3,3,3,2,4,,3,3,,,2,3,2,3,7,1,2,2,1,2,2,2,5,,10,q3|q4|q1|q2,7,2022/3/25 20:22,2022/3/25 20:25
797,28,6,1,47,4,4,2,1,4,1,49,9,28,川西市,2,3,3,3,2,2,2,2,2,4,,,,3,3,3,3,3,3,5,1,4,2,1,1,1,2,7,,4,q3|q4|q1|q2,9,2022/3/25 20:23,2022/3/25 20:26
798,11,3,1,55,5,5,2,2,2,1,41,11,11,さいたま市大宮区,3,3,3,3,3,3,2,2,2,4,,3,4,,,2,3,3,2,7,1,4,2,2,2,2,2,6,,3,q3|q4|q1|q2,6,2022/3/25 20:22,2022/3/25 20:26
799,15,4,1,58,5,5,2,1,4,1,38,7,15,小千谷市,2,3,3,3,3,1,3,1,2,1,,,,3,3,4,3,2,2,3,1,1,2,2,2,2,2,14,製造業,6,q3|q4|q1|q2,99,2022/3/25 20:20,2022/3/25 20:26
800,13,3,1,52,5,5,1,1,4,1,44,10,13,練馬区,2,3,3,2,3,3,2,2,1,4,,,,2,2,4,2,2,2,7,4,1,2,2,2,2,2,3,,4,q3|q4|q1|q2,20,2022/3/25 20:24,2022/3/25 20:27
802,24,6,1,54,5,5,1,1,4,1,42,11,24,伊勢市,2,3,1,2,1,1,1,1,1,4,,,,3,3,3,3,2,3,3,4,2,1,2,2,2,2,7,,14,q3|q4|q1|q2,7,2022/3/25 20:27,2022/3/25 20:29
803,13,3,1,47,4,4,2,1,3,1,49,12,13,大田区,3,3,3,3,3,3,3,3,2,4,,,,2,2,4,4,4,3,7,1,3,2,2,2,2,1,4,,6,q1|q2|q3|q4,38,2022/3/25 20:26,2022/3/25 20:29
804,1,1,1,49,4,4,2,4,3,1,47,9,1,釧路市,2,3,3,3,3,3,3,3,1,4,,,,2,2,4,4,3,3,7,1,3,1,1,2,2,2,1,,5,q1|q2|q3|q4,36,2022/3/25 20:26,2022/3/25 20:30
805,34,7,1,55,5,5,2,1,2,1,41,11,34,広島市,2,4,3,3,3,1,1,3,2,4,,3,3,,,4,3,3,3,3,1,1,2,2,2,2,2,1,,3,q3|q4|q1|q2,8,2022/3/25 20:26,2022/3/25 20:30
806,2,2,1,56,5,5,2,1,2,1,40,8,2,階上,2,4,2,2,2,2,2,2,2,4,,3,3,,,3,3,3,3,7,1,3,2,2,1,2,2,12,,3,q3|q4|q1|q2,6,2022/3/25 20:28,2022/3/25 20:30
807,12,3,1,48,4,4,1,1,3,1,48,9,12,佐倉市,2,2,1,1,1,1,1,1,1,2,,,,2,2,4,2,2,2,7,4,0,2,2,2,2,2,1,,5,q1|q2|q3|q4,25,2022/3/25 20:27,2022/3/25 20:30
808,1,1,1,58,5,5,2,1,1,1,38,9,1,札幌市,2,2,3,3,3,3,2,2,1,4,,2,2,,,4,2,2,2,7,1,2,2,2,2,2,2,3,,8,q1|q2|q3|q4,19,2022/3/25 20:27,2022/3/25 20:31
809,14,3,1,55,5,5,2,1,4,1,41,6,14,横浜市港南区,2,3,1,1,1,1,1,2,2,1,,,,2,2,4,2,2,2,7,1,2,2,1,2,2,2,3,,6,q3|q4|q1|q2,64,2022/3/25 20:27,2022/3/25 20:32
810,14,3,1,51,5,5,2,1,3,1,45,12,14,横須賀市,2,5,2,2,3,3,3,3,2,4,,,,2,3,2,3,3,3,3,1,2,2,1,2,2,2,7,,6,q1|q2|q3|q4,10,2022/3/25 20:30,2022/3/25 20:32
812,38,8,1,58,5,5,2,3,4,1,38,11,38,今治市,2,3,3,2,3,3,1,2,1,4,,,,2,2,4,3,2,2,5,1,1,2,2,2,2,2,5,,5,q3|q4|q1|q2,42,2022/3/25 20:29,2022/3/25 20:33
813,11,3,1,55,5,5,2,1,1,1,41,5,11,さいたま市,2,3,3,2,3,3,2,2,2,1,,3,3,,,3,3,3,3,7,1,2,2,2,1,2,2,1,,3,q1|q2|q3|q4,8,2022/3/25 20:31,2022/3/25 20:33
814,13,3,1,46,4,4,2,1,4,1,51,1,13,中央区,2,3,3,2,3,3,2,2,2,1,,,,3,2,4,3,2,3,7,1,4,2,1,1,2,2,3,,8,q3|q4|q1|q2,13,2022/3/25 20:30,2022/3/25 20:34
815,14,3,1,59,5,5,2,1,2,1,37,10,14,川崎市宮前区,2,3,3,3,1,1,3,3,1,4,,3,3,,,3,2,2,2,7,1,2,2,2,2,2,2,1,,6,q3|q4|q1|q2,16,2022/3/25 20:33,2022/3/25 20:36
816,27,6,1,51,5,5,1,8,1,1,45,8,27,堺市東区,2,4,3,3,3,3,1,3,2,1,,4,3,,,2,3,2,3,3,4,1,1,2,2,2,2,7,,2,q1|q2|q3|q4,26,2022/3/25 20:33,2022/3/25 20:37
817,13,3,1,45,4,4,1,1,2,1,51,12,13,大田区,2,4,3,3,1,1,1,3,1,4,,3,3,,,4,2,2,2,7,4,3,1,2,2,2,2,4,,9,q3|q4|q1|q2,22,2022/3/25 20:23,2022/3/25 20:38
819,13,3,1,50,5,5,1,1,2,1,46,12,13,豊島区,2,4,1,1,1,1,1,1,2,4,,2,2,,,4,3,2,3,7,4,0,2,2,2,2,2,3,,8,q3|q4|q1|q2,10,2022/3/25 20:36,2022/3/25 20:38
821,16,4,1,54,5,5,2,1,2,1,42,9,16,富山市,2,2,1,1,3,3,1,1,1,4,,3,3,,,3,3,1,5,7,1,4,1,2,2,2,2,2,,3,q3|q4|q1|q2,13,2022/3/25 20:38,2022/3/25 20:41
822,14,3,1,51,5,5,1,1,1,1,46,3,14,鎌倉市,2,4,2,2,3,1,2,2,2,1,,4,4,,,1,5,4,3,7,4,0,2,2,2,2,2,7,,4,q1|q2|q3|q4,10,2022/3/25 20:39,2022/3/25 20:41
823,26,6,1,51,5,5,1,1,1,1,45,7,26,向日市,3,3,3,3,3,3,1,3,2,4,,3,3,,,3,3,1,4,3,4,1,1,2,2,2,2,6,,4,q1|q2|q3|q4,21,2022/3/25 20:39,2022/3/25 20:42
824,28,6,1,46,4,4,2,1,4,1,50,6,28,尼崎市,2,4,4,1,1,1,1,2,1,2,,,,4,4,4,4,4,4,3,1,4,2,2,2,1,1,1,,3,q3|q4|q1|q2,23,2022/3/25 20:39,2022/3/25 20:42
825,27,6,1,55,5,5,2,1,1,1,42,1,27,堺市南区,3,3,3,1,3,3,3,3,1,4,,3,3,,,3,3,3,3,3,1,1,2,2,2,2,2,1,,4,q1|q2|q3|q4,10,2022/3/25 20:40,2022/3/25 20:42
826,11,3,1,57,5,5,2,1,2,1,39,4,11,川口市,2,4,1,2,1,1,2,2,2,4,,4,4,,,2,2,2,2,7,1,3,2,2,2,2,2,1,,4,q3|q4|q1|q2,11,2022/3/25 20:40,2022/3/25 20:42
827,27,6,1,45,4,4,2,1,1,1,51,12,27,茨木市,2,4,3,3,3,3,3,2,1,4,,4,4,,,2,3,3,4,7,1,2,2,2,2,1,2,4,,5,q1|q2|q3|q4,9,2022/3/25 20:40,2022/3/25 20:43
828,28,6,1,57,5,5,2,1,2,1,39,8,28,川西市,2,3,3,2,3,3,1,2,2,1,,2,2,,,3,3,1,2,5,1,2,2,2,2,2,2,3,,6,q3|q4|q1|q2,22,2022/3/25 20:40,2022/3/25 20:44
829,14,3,1,55,5,5,2,1,4,1,41,10,14,横浜市,2,4,3,2,1,1,1,2,2,1,,,,3,3,1,4,1,4,7,1,3,2,1,2,2,2,3,,12,q3|q4|q1|q2,12,2022/3/25 20:42,2022/3/25 20:44
830,14,3,1,57,5,5,2,1,2,1,40,1,14,横浜市青葉区,2,4,1,1,1,1,1,1,1,2,,4,2,,,4,4,4,4,5,1,4,2,2,2,2,2,4,,8,q3|q4|q1|q2,13,2022/3/25 20:43,2022/3/25 20:45
831,1,1,1,51,5,5,1,2,2,1,45,5,1,札幌市　北区,2,3,2,2,1,3,1,1,1,4,,3,3,,,3,3,3,3,7,4,0,2,2,2,2,2,2,,2,q3|q4|q1|q2,17,2022/3/25 20:42,2022/3/25 20:45
832,33,7,1,52,5,5,2,1,4,1,45,3,33,倉敷,3,3,3,3,3,3,3,3,2,4,,,,3,3,3,3,3,3,7,1,4,2,2,2,1,2,1,,5,q3|q4|q1|q2,157,2022/3/25 20:35,2022/3/25 20:46
834,14,3,1,59,5,5,2,1,3,1,37,7,14,川崎市,2,4,3,2,3,3,2,2,2,4,,,,3,3,3,3,3,3,7,1,2,2,1,2,2,2,1,,4,q1|q2|q3|q4,17,2022/3/25 20:42,2022/3/25 20:46
835,13,3,1,51,5,5,1,9,3,1,45,7,13,荒川区,2,4,3,3,3,3,1,1,1,3,一人暮らしだから,,,4,4,1,1,1,3,5,4,0,2,2,2,2,2,12,,2,q1|q2|q3|q4,37,2022/3/25 20:34,2022/3/25 20:46
836,14,3,1,50,5,5,2,1,1,1,46,6,14,相模原市,2,3,2,2,1,1,1,1,1,3,忘れていた,2,3,,,4,1,2,2,5,1,1,2,2,2,2,2,1,,4,q1|q2|q3|q4,14,2022/3/25 20:43,2022/3/25 20:47
838,13,3,1,48,4,4,1,4,1,1,48,12,13,港区,2,3,3,2,3,3,2,2,2,1,,3,3,,,3,3,2,2,7,4,0,2,2,2,2,2,1,,6,q1|q2|q3|q4,11,2022/3/25 20:45,2022/3/25 20:47
839,12,3,1,59,5,5,2,1,3,1,37,8,12,浦安市,2,3,3,3,3,3,2,2,2,1,,,,2,2,4,2,1,2,7,1,3,2,2,2,2,2,1,,9,q1|q2|q3|q4,53,2022/3/25 20:43,2022/3/25 20:48
840,11,3,1,51,5,5,2,9,3,1,46,1,11,草加,2,3,3,2,3,3,3,3,2,1,,,,3,3,3,5,4,4,3,1,1,2,2,2,2,2,12,,14,q1|q2|q3|q4,19,2022/3/25 20:46,2022/3/25 20:48
841,22,5,1,44,4,4,1,1,2,1,52,8,22,三島市,2,3,3,2,3,3,2,2,2,4,,3,3,,,1,3,3,3,7,4,0,2,2,2,2,2,4,,3,q3|q4|q1|q2,30,2022/3/25 20:45,2022/3/25 20:48
842,12,3,1,48,4,4,2,1,3,1,48,8,12,市川市,2,3,1,2,1,1,2,2,2,4,,,,3,3,2,4,3,3,7,1,1,2,2,2,2,2,3,,5,q1|q2|q3|q4,10,2022/3/25 20:46,2022/3/25 20:49
843,46,9,1,53,5,5,1,4,3,1,43,8,46,鹿児島市,3,3,1,1,3,1,1,1,2,1,,,,2,2,4,3,3,3,7,4,3,1,2,2,2,2,1,,4,q1|q2|q3|q4,14,2022/3/25 20:45,2022/3/25 20:49
844,23,5,1,44,4,4,2,1,2,1,52,10,23,豊橋市,2,3,1,1,1,1,1,1,2,4,,3,3,,,3,3,3,3,7,1,3,2,1,2,1,2,1,,4,q3|q4|q1|q2,11,2022/3/25 20:46,2022/3/25 20:49
845,4,2,1,58,5,5,2,1,3,1,39,1,4,仙台市若林区,3,3,1,2,1,1,2,2,1,4,,,,3,2,4,3,3,3,3,1,3,2,2,2,2,2,3,,7,q1|q2|q3|q4,39,2022/3/25 20:44,2022/3/25 20:49
846,27,6,1,56,5,5,2,1,1,1,41,2,27,吹田市,2,4,1,1,1,1,1,3,2,2,,3,3,,,3,2,2,2,7,1,1,2,2,2,2,2,3,,8,q1|q2|q3|q4,17,2022/3/25 20:46,2022/3/25 20:50
848,18,4,1,59,5,5,1,8,1,1,38,2,18,越前市,2,4,3,3,3,3,1,3,1,4,,3,2,,,4,3,3,4,3,4,0,2,2,2,2,2,14,郵便業,3,q1|q2|q3|q4,27,2022/3/25 20:46,2022/3/25 20:50
849,31,7,1,44,4,4,2,1,1,1,52,4,31,米子市,3,3,3,2,3,3,1,2,2,4,,2,2,,,3,3,3,3,7,1,4,2,2,1,2,2,7,,5,q1|q2|q3|q4,18,2022/3/25 20:47,2022/3/25 20:51
850,19,5,1,49,4,4,1,1,3,1,47,12,19,甲斐市,2,3,3,3,1,3,1,3,1,4,,,,3,3,3,3,2,3,3,4,3,1,2,2,2,2,6,,14,q1|q2|q3|q4,34,2022/3/25 20:47,2022/3/25 20:51
851,27,6,1,58,5,5,2,1,4,1,38,7,27,門真市,2,1,1,1,1,1,1,1,1,4,,,,1,1,5,5,5,5,7,1,3,2,1,2,2,2,4,,8,q3|q4|q1|q2,15,2022/3/25 20:46,2022/3/25 20:51
852,27,6,1,59,5,5,2,1,3,1,37,5,27,岸和田市,2,4,1,1,3,1,1,3,1,4,,,,3,3,3,1,1,2,7,1,1,2,2,2,2,2,1,,5,q1|q2|q3|q4,33,2022/3/25 20:47,2022/3/25 20:51
853,27,6,1,51,5,5,1,1,4,1,46,1,27,豊中市,2,4,3,3,3,3,3,3,2,4,,,,4,4,1,4,2,3,7,4,1,1,2,2,2,2,1,,3,q3|q4|q1|q2,20,2022/3/25 20:49,2022/3/25 20:52
854,27,6,1,57,5,5,2,1,1,1,39,4,27,大阪市,2,3,1,2,1,1,1,3,2,4,,3,2,,,4,2,2,2,3,1,1,2,2,2,2,2,3,,6,q1|q2|q3|q4,24,2022/3/25 20:48,2022/3/25 20:52
855,26,6,1,56,5,5,2,2,2,1,40,5,26,京都市,3,3,3,3,3,3,3,3,2,4,,3,3,,,3,3,3,3,3,1,2,2,2,2,2,2,12,,13,q3|q4|q1|q2,6,2022/3/25 20:51,2022/3/25 20:53
856,13,3,1,58,5,5,1,4,3,1,39,1,13,小平市,2,5,3,2,1,1,1,1,2,1,,,,4,4,1,1,1,1,7,4,0,2,2,2,2,2,4,,6,q1|q2|q3|q4,30,2022/3/25 20:50,2022/3/25 20:53
857,13,3,1,47,4,4,1,1,4,1,49,9,13,中野区,2,2,2,2,1,1,2,2,1,3,行こうとおもったらコロナが始まったので控えた,,,2,2,5,5,5,5,7,4,0,2,2,2,2,2,3,,6,q3|q4|q1|q2,25,2022/3/25 20:51,2022/3/25 20:54
858,13,3,1,52,5,5,1,1,1,1,44,10,13,武蔵村山市,2,4,3,2,1,3,2,2,2,4,,3,3,,,2,3,2,3,3,4,1,1,2,2,2,2,1,,3,q1|q2|q3|q4,18,2022/3/25 20:51,2022/3/25 20:54
859,45,9,1,55,5,5,1,1,3,1,42,3,45,日南市,2,3,3,2,2,2,2,2,2,4,,,,3,3,3,3,3,3,7,4,1,2,2,2,2,2,7,,2,q1|q2|q3|q4,11,2022/3/25 20:51,2022/3/25 20:54
860,27,6,1,44,4,4,1,2,2,1,53,3,27,大阪市,3,3,3,3,3,3,1,3,1,4,,3,3,,,3,4,3,3,7,4,2,1,2,2,2,2,6,,3,q3|q4|q1|q2,14,2022/3/25 20:51,2022/3/25 20:54
861,18,4,1,43,4,4,1,1,2,1,54,3,18,福井市,2,3,2,2,1,3,1,2,2,1,,3,2,,,2,2,1,4,1,4,2,1,2,2,2,2,7,,4,q3|q4|q1|q2,19,2022/3/25 20:52,2022/3/25 20:55
862,22,5,1,50,5,5,2,3,1,1,46,10,22,浜松市,2,3,4,2,1,1,1,3,1,2,,3,3,,,3,3,3,3,11,1,4,2,1,2,1,2,4,,6,q1|q2|q3|q4,13,2022/3/25 20:53,2022/3/25 20:55
863,3,2,1,43,4,4,2,1,2,1,54,1,3,北上市,2,4,3,2,3,3,3,3,2,4,,3,3,,,3,2,2,3,7,1,3,2,1,1,2,2,1,,5,q3|q4|q1|q2,7,2022/3/25 20:54,2022/3/25 20:57
864,34,7,1,56,5,5,1,2,3,1,40,10,34,廿日市市,2,4,2,1,2,2,1,1,2,2,,,,4,4,3,3,3,3,3,4,3,1,2,2,2,2,7,,3,q1|q2|q3|q4,13,2022/3/25 20:54,2022/3/25 20:57
865,22,5,1,59,5,5,1,9,2,1,37,11,22,沼津市,2,3,3,3,2,3,1,3,1,3,忘れていて、気が付いたら期限が切れていた。,3,3,,,3,2,1,2,7,4,1,1,2,2,2,2,12,,2,q3|q4|q1|q2,51,2022/3/25 20:51,2022/3/25 20:57
866,13,3,1,47,4,4,1,1,2,1,49,6,13,江戸川区,2,3,3,2,3,3,2,2,2,4,,2,2,,,4,2,2,2,7,2,1,1,2,2,2,2,4,,4,q3|q4|q1|q2,15,2022/3/25 20:55,2022/3/25 20:57
867,3,2,1,56,5,5,2,1,1,1,40,12,3,久慈市,2,3,1,1,1,1,1,2,1,4,,5,5,,,1,1,1,1,3,1,1,2,2,2,2,2,2,,13,q1|q2|q3|q4,12,2022/3/25 20:55,2022/3/25 20:58
868,21,5,1,58,5,5,2,3,4,1,38,4,21,岐阜市,2,4,3,2,3,3,2,2,1,3,もっと前に検査を受けた,,,4,4,3,1,1,1,9,1,1,2,2,2,2,2,4,,7,q3|q4|q1|q2,48,2022/3/25 20:53,2022/3/25 20:59
870,27,6,1,48,4,4,2,1,2,1,48,3,27,大阪市,2,3,1,1,1,1,1,1,1,2,,3,3,,,2,2,2,2,3,1,2,2,2,2,2,1,1,,6,q3|q4|q1|q2,7,2022/3/25 20:56,2022/3/25 20:59
871,13,3,1,50,5,5,1,1,3,1,46,8,13,豊島区,2,3,1,3,1,1,1,3,1,4,,,,2,1,4,3,3,3,7,4,1,1,2,2,2,2,3,,11,q1|q2|q3|q4,50,2022/3/25 20:53,2022/3/25 21:00
872,27,6,1,43,4,4,1,9,4,1,53,7,27,大阪市城東区,3,3,3,3,3,3,3,3,2,4,,,,3,3,3,3,3,3,3,4,3,1,2,2,2,2,12,,14,q3|q4|q1|q2,7,2022/3/25 20:58,2022/3/25 21:01
873,27,6,1,50,5,5,2,1,1,1,47,1,27,寝屋川市,2,4,3,3,1,3,1,3,1,3,以前に検査を受けた,4,4,,,3,3,2,4,7,1,3,2,1,2,2,2,3,,7,q1|q2|q3|q4,15,2022/3/25 20:54,2022/3/25 21:01
874,10,3,1,54,5,5,2,1,1,1,42,7,10,藤岡市,2,4,1,1,1,1,1,1,2,2,,4,4,,,1,2,1,4,5,1,6,1,2,1,1,2,4,,5,q1|q2|q3|q4,32,2022/3/25 20:52,2022/3/25 21:02
875,28,6,1,45,4,4,2,3,4,1,51,5,28,尼崎市,2,3,2,1,2,3,1,2,2,2,,,,3,3,3,3,3,3,9,1,3,2,2,2,2,1,4,,5,q3|q4|q1|q2,10,2022/3/25 21:00,2022/3/25 21:03
877,14,3,1,58,5,5,2,1,1,1,38,4,14,座間市,2,3,3,3,3,3,3,3,1,4,,3,3,,,3,3,3,3,3,1,3,2,2,2,2,2,4,,7,q1|q2|q3|q4,17,2022/3/25 21:00,2022/3/25 21:03
879,28,6,1,59,5,5,2,1,1,1,37,6,28,神戸市東灘区,2,4,1,2,1,1,2,2,2,1,,3,3,,,3,3,3,3,7,1,4,2,1,2,2,2,3,,12,q1|q2|q3|q4,18,2022/3/25 21:01,2022/3/25 21:04
880,23,5,1,55,5,5,1,9,2,1,41,4,23,知多郡南知多町,2,4,3,3,3,3,1,3,1,4,,4,4,,,2,2,2,2,7,4,1,2,2,2,2,2,12,,1,q3|q4|q1|q2,16,2022/3/25 21:03,2022/3/25 21:05
882,14,3,1,51,5,5,1,1,4,1,45,8,14,相模原市,2,5,3,3,3,3,1,3,2,1,,,,5,5,2,1,2,2,3,4,0,2,2,2,2,2,2,,2,q3|q4|q1|q2,20,2022/3/25 21:04,2022/3/25 21:06
883,12,3,1,49,4,4,2,1,2,1,47,6,12,市川市,2,4,3,3,3,3,3,3,2,4,,3,3,,,3,3,3,3,7,1,3,2,2,2,1,2,1,,5,q3|q4|q1|q2,6,2022/3/25 21:04,2022/3/25 21:06
884,13,3,1,51,5,5,1,1,3,1,46,3,13,品川区,2,3,1,2,1,1,2,2,1,1,,,,2,2,4,4,4,4,7,4,0,2,2,2,2,2,1,,8,q1|q2|q3|q4,12,2022/3/25 21:03,2022/3/25 21:06
885,14,3,1,48,4,4,1,1,1,1,49,1,14,伊勢原市,2,5,3,3,1,1,1,2,2,1,,5,3,,,1,5,2,3,3,4,2,1,2,2,2,2,4,,7,q1|q2|q3|q4,13,2022/3/25 21:04,2022/3/25 21:06
886,13,3,1,47,4,4,2,3,4,1,50,1,13,大田区,2,3,4,2,1,1,1,1,1,3,その前に受けたから,,,3,1,3,3,3,4,11,1,3,2,2,1,1,2,5,,12,q3|q4|q1|q2,11,2022/3/25 21:04,2022/3/25 21:07
887,24,6,1,48,4,4,1,1,3,1,49,2,24,四日市市,2,3,1,1,1,1,1,1,1,2,,,,2,2,4,4,4,4,7,4,3,1,2,2,2,2,7,,3,q1|q2|q3|q4,15,2022/3/25 21:04,2022/3/25 21:07
888,13,3,1,53,5,5,2,1,2,1,43,9,13,世田谷区,2,2,2,2,1,1,1,2,1,4,,2,2,,,4,2,2,3,9,1,3,2,1,2,2,2,3,,10,q3|q4|q1|q2,18,2022/3/25 21:03,2022/3/25 21:07
889,1,1,1,51,5,5,2,2,1,1,45,11,1,沙流郡日高町,2,3,3,3,3,3,3,3,1,4,,3,3,,,3,3,3,3,3,1,6,1,2,2,2,2,8,,6,q1|q2|q3|q4,10,2022/3/25 21:07,2022/3/25 21:09
890,5,2,1,51,5,5,2,1,1,1,46,1,5,大仙市,3,3,3,3,3,3,3,3,2,4,,3,3,,,3,3,3,3,5,1,2,2,2,2,2,2,3,,6,q1|q2|q3|q4,8,2022/3/25 21:08,2022/3/25 21:10
